Date,Time,Symbol,Price,Equity,Balance,Profit,Positions,Score,ExitScore,Factors_srScore,Factors_maScore,Factors_rsiScore,Factors_macdScore,Factors_stochScore,Factors_bbScore,Factors_atrScore,Factors_sarScore,Factors_ichimokuScore,Factors_adxScore,Factors_volumeScore,Factors_mfiScore,Factors_priceMAScore,Factors_emaScore,Factors_emaCrossScore,Factors_cciScore,Factors_breakoutScore,Factors_phaseScore,Factors_institutionalPhaseScore,Factors_orderBlockScore,Factors_sweepScore,Factors_htfScore,Factors_uhtfScore,Factors_fvgScore,Factors_pullbackScore,Factors_supportStrength,Factors_resistanceStrength,Factors_candleScore,Factors_candlePattern,Factors_candleContext,Factors_majorFactors,Factors_nearestLevels,Factors_confidence,Factors_fvgContext,EntryScore_Indicator,EntryScore_ADX,EntryScore_SR,EntryScore_FVG,EntryScore_HTF,EntryScore_Candle,EntryScore_Breakout,EntryScore_Phase,EntryScore_InstPhase,EntryScore_OrderBlock,EntryScore_Sweep,EntryScore_UHTF,EntryScore_MarketType,EntryScore_Bias,EntryScore_Fibonacci,EntryScore_VWAP,EntryScore_AVWAP,EntryScore_Pullback,EntryScore_Swing,EntryScore_EMA,EntryScore_FinalScore,EntryScore_Threshold,EntryScore_StrategyType,EntryScore_ActiveStrategies,EntryScore_MainReason,ExitScoreDetails_Indicator,ExitScoreDetails_ADX,ExitScoreDetails_SR,ExitScoreDetails_FVG,ExitScoreDetails_HTF,ExitScoreDetails_Candle,ExitScoreDetails_Breakout,ExitScoreDetails_Phase,ExitScoreDetails_InstPhase,ExitScoreDetails_OrderBlock,ExitScoreDetails_Sweep,ExitScoreDetails_UHTF,ExitScoreDetails_MarketType,ExitScoreDetails_Bias,ExitScoreDetails_Fibonacci,ExitScoreDetails_VWAP,ExitScoreDetails_AVWAP,ExitScoreDetails_Pullback,ExitScoreDetails_Swing,ExitScoreDetails_EMA,ExitScoreDetails_FinalScore,ExitScoreDetails_Threshold,ExitScoreDetails_StrategyType,ExitScoreDetails_ActiveStrategies,ExitScoreDetails_MainReason,Pullback_PullbackValid,Pullback_SwingHigh,Pullback_SwingLow,Pullback_InGoldenZone,Pullback_Strength,ExitFactors_srScore,ExitFactors_maScore,ExitFactors_rsiScore,ExitFactors_macdScore,ExitFactors_stochScore,ExitFactors_bbScore,ExitFactors_atrScore,ExitFactors_sarScore,ExitFactors_ichimokuScore,ExitFactors_adxScore,ExitFactors_volumeScore,ExitFactors_mfiScore,ExitFactors_priceMAScore,ExitFactors_emaScore,ExitFactors_emaCrossScore,ExitFactors_cciScore,ExitFactors_breakoutScore,ExitFactors_phaseScore,ExitFactors_institutionalPhaseScore,ExitFactors_orderBlockScore,ExitFactors_sweepScore,ExitFactors_htfScore,ExitFactors_uhtfScore,ExitFactors_fvgScore,ExitFactors_pullbackScore,ExitFactors_supportStrength,ExitFactors_resistanceStrength,ExitFactors_candleScore,ExitFactors_candlePattern,ExitFactors_candleContext,ExitFactors_majorFactors,ExitFactors_nearestLevels,ExitFactors_confidence,ExitFactors_fvgContext
08/11/2022,17:24:01,SYM,16.24,1000.0,1000.0,0.0,0,0.0,32.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.2,BALANCED_STRATEGY,3.0,,39.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.4,11.34,BALANCED_EXIT_STRATEGY,4.0,,false,0.0,0.0,false,0.0,0.0,0.0,45.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,
08/11/2022,17:25:30,SYM,16.2,1000.0,1000.0,0.0,0,0.0,32.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.2,BALANCED_STRATEGY,3.0,,32.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.4,11.34,BALANCED_EXIT_STRATEGY,4.0,,false,0.0,0.0,false,0.0,0.0,0.0,26.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,
08/11/2022,17:35:01,SYM,16.25,1000.0,1000.0,0.0,0,0.0,32.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.2,BALANCED_STRATEGY,3.0,,40.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.4,11.34,BALANCED_EXIT_STRATEGY,4.0,,false,0.0,0.0,false,0.0,0.0,0.0,44.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,
08/11/2022,17:37:00,SYM,16.25,1000.0,1000.0,0.0,0,0.0,37.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.2,BALANCED_STRATEGY,3.0,,40.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.59,11.34,BALANCED_EXIT_STRATEGY,4.0,,false,0.0,0.0,false,0.0,0.0,0.0,44.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,
08/11/2022,17:38:00,SYM,16.25,1000.0,1000.0,0.0,0,0.0,37.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.2,BALANCED_STRATEGY,3.0,,40.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.59,11.34,BALANCED_EXIT_STRATEGY,4.0,,false,0.0,0.0,false,0.0,0.0,0.0,44.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,
08/11/2022,17:46:30,SYM,16.3,1000.0,1000.0,0.0,0,0.0,37.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.2,BALANCED_STRATEGY,3.0,,51.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.59,11.34,BALANCED_EXIT_STRATEGY,4.0,,false,0.0,0.0,false,0.0,0.0,0.0,74.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,
08/11/2022,17:50:01,SYM,16.3,1000.0,1000.0,0.0,0,0.0,43.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.59,BALANCED_STRATEGY,3.0,,49.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.34,8.81,BALANCED_EXIT_STRATEGY,4.0,,false,0.0,0.0,false,0.0,0.0,0.0,67.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,
08/11/2022,17:53:00,SYM,16.3,1000.0,1000.0,0.0,0,0.0,43.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.59,BALANCED_STRATEGY,3.0,,49.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.34,8.81,BALANCED_EXIT_STRATEGY,4.0,,false,0.0,0.0,false,0.0,0.0,0.0,67.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,
08/11/2022,17:54:30,SYM,16.32,1000.0,1000.0,0.0,0,0.0,50.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.42,BALANCED_STRATEGY,3.0,,50.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.11,9.4,BALANCED_EXIT_STRATEGY,4.0,,false,0.0,0.0,false,0.0,0.0,0.0,70.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,
08/11/2022,17:57:30,SYM,16.29,1000.0,1000.0,0.0,0,0.0,50.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.59,BALANCED_STRATEGY,3.0,,42.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.11,9.51,BALANCED_EXIT_STRATEGY,4.0,,false,0.0,0.0,false,0.0,0.0,0.0,47.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,
08/11/2022,17:58:59,SYM,16.32,1000.0,1000.0,0.0,0,0.0,50.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.59,BALANCED_STRATEGY,3.0,,50.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.11,9.51,BALANCED_EXIT_STRATEGY,4.0,,false,0.0,0.0,false,0.0,0.0,0.0,70.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,
08/11/2022,18:00:30,SYM,16.3,1000.0,1000.0,0.0,0,0.0,50.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,BULL_FVG:93.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.8,BALANCED_STRATEGY,3.0,,44.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.11,7.56,BALANCED_EXIT_STRATEGY,4.0,,true,16.45,15.75,false,50.0,0.0,0.0,51.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,
08/11/2022,18:04:30,SYM,16.32,1000.0,1000.0,0.0,0,0.0,50.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,BULL_FVG:93.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.8,BALANCED_STRATEGY,3.0,,51.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.11,7.56,BALANCED_EXIT_STRATEGY,4.0,,true,16.45,15.75,false,50.0,0.0,0.0,71.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,
08/11/2022,18:09:00,SYM,16.32,1000.0,1000.0,0.0,0,0.0,50.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,BULL_FVG:93.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.8,BALANCED_STRATEGY,3.0,,51.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.11,7.56,BALANCED_EXIT_STRATEGY,4.0,,true,16.45,15.75,false,50.0,0.0,0.0,71.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,
08/11/2022,18:13:30,SYM,16.32,1000.0,1000.0,0.0,0,0.0,50.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,BULL_FVG:93.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.8,BALANCED_STRATEGY,3.0,,43.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.11,7.56,BALANCED_EXIT_STRATEGY,4.0,,true,16.45,15.75,false,50.0,0.0,0.0,46.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,
08/11/2022,18:15:30,SYM,16.27,1000.0,1000.0,0.0,0,0.0,50.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,BULL_FVG:93.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.8,BALANCED_STRATEGY,3.0,,33.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.11,7.56,BALANCED_EXIT_STRATEGY,4.0,,true,16.45,15.75,false,50.0,0.0,0.0,20.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,
08/11/2022,18:17:30,SYM,16.32,1000.0,1000.0,0.0,0,0.0,50.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,BULL_FVG:93.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.8,BALANCED_STRATEGY,3.0,,43.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.11,7.56,BALANCED_EXIT_STRATEGY,4.0,,true,16.45,15.75,false,50.0,0.0,0.0,46.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,
08/11/2022,18:18:30,SYM,16.3,1000.0,1000.0,0.0,0,0.0,50.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,BULL_FVG:93.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.8,BALANCED_STRATEGY,3.0,,38.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.11,7.56,BALANCED_EXIT_STRATEGY,4.0,,true,16.45,15.75,false,50.0,0.0,0.0,35.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,
08/11/2022,18:22:00,SYM,16.32,1000.0,1000.0,0.0,0,0.0,50.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,BULL_FVG:93.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.8,BALANCED_STRATEGY,3.0,,41.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.11,7.56,BALANCED_EXIT_STRATEGY,4.0,,true,16.45,15.75,false,50.0,0.0,0.0,41.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,
08/11/2022,18:24:01,SYM,16.3,1000.0,1000.0,0.0,0,0.0,50.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,BULL_FVG:93.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.8,BALANCED_STRATEGY,3.0,,38.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.11,7.56,BALANCED_EXIT_STRATEGY,4.0,,true,16.45,15.75,false,50.0,0.0,0.0,35.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,
08/11/2022,18:26:30,SYM,16.3,1000.0,1000.0,0.0,0,0.0,41.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,BULL_FVG:93.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.8,BALANCED_STRATEGY,3.0,,38.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.98,7.56,BALANCED_EXIT_STRATEGY,4.0,,true,16.45,15.75,false,50.0,0.0,0.0,35.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,
08/11/2022,18:28:00,SYM,16.26,1000.0,1000.0,0.0,0,0.0,41.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,BULL_FVG:93.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.8,BALANCED_STRATEGY,3.0,,26.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.98,7.56,BALANCED_EXIT_STRATEGY,4.0,,true,16.45,15.75,false,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,
08/11/2022,18:30:00,SYM,16.32,1000.0,1000.0,0.0,0,0.0,33.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,BULL_FVG:93.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.8,BALANCED_STRATEGY,3.0,,38.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.77,7.56,BALANCED_EXIT_STRATEGY,4.0,,true,16.45,15.75,false,50.0,0.0,0.0,35.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,
