Date,Time,Symbol,Price,Equity,Balance,Profit,Positions,Score,ExitScore,Factors,EntryScore,Pullback,ExitScoreDetails_Indicator,ExitScoreDetails_ADX,ExitScoreDetails_SR,ExitScoreDetails_FVG,ExitScoreDetails_HTF,ExitScoreDetails_Candle,ExitScoreDetails_Breakout,ExitScoreDetails_Phase,ExitScoreDetails_InstPhase,ExitScoreDetails_OrderBlock,ExitScoreDetails_Sweep,ExitScoreDetails_UHTF,ExitScoreDetails_MarketType,ExitScoreDetails_Bias,ExitScoreDetails_Fibonacci,ExitScoreDetails_VWAP,ExitScoreDetails_AVWAP,ExitScoreDetails_Pullback,ExitScoreDetails_Swing,ExitScoreDetails_EMA,ExitScoreDetails_FinalScore,ExitScoreDetails_Threshold,ExitScoreDetails_StrategyType,ExitScoreDetails_ActiveStrategies,ExitScoreDetails_MainReason,ExitFactors_srScore,ExitFactors_maScore,ExitFactors_rsiScore,ExitFactors_macdScore,ExitFactors_stochScore,ExitFactors_bbScore,ExitFactors_atrScore,ExitFactors_sarScore,ExitFactors_ichimokuScore,ExitFactors_adxScore,ExitFactors_volumeScore,ExitFactors_mfiScore,ExitFactors_priceMAScore,ExitFactors_emaScore,ExitFactors_emaCrossScore,ExitFactors_cciScore,ExitFactors_breakoutScore,ExitFactors_phaseScore,ExitFactors_institutionalPhaseScore,ExitFactors_orderBlockScore,ExitFactors_sweepScore,ExitFactors_htfScore,ExitFactors_uhtfScore,ExitFactors_fvgScore,ExitFactors_pullbackScore,ExitFactors_supportStrength,ExitFactors_resistanceStrength,ExitFactors_candleScore,ExitFactors_candlePattern,ExitFactors_candleContext,ExitFactors_majorFactors,ExitFactors_nearestLevels,ExitFactors_confidence,ExitFactors_fvgContext
08/11/2022,16:47:59,SYM,16.07,1000.0,1000.0,0.0,0,12.37,-22.51,srScore=0.00|maScore=-90.00|rsiScore=3.47|macdScore=-90.00|stochScore=0.00|bbScore=90.00|atrScore=90.00|sarScore=90.00|ichimokuScore=90.00|adxScore=0.00|volumeScore=0.00|mfiScore=0.24|priceMAScore=0.00|emaScore=0.00|emaCrossScore=90.00|cciScore=30.00|breakoutScore=0.00|phaseScore=0.00|institutionalPhaseScore=0.00|orderBlockScore=0.00|sweepScore=0.00|htfScore=0.00|uhtfScore=0.00|fvgScore=0.00|pullbackScore=0.00|supportStrength=0.00|resistanceStrength=0.00|candleScore=0.00|candlePattern=|candleContext=|majorFactors=|nearestLevels=|confidence=0.00|fvgContext=N/A,Indicator=21.69|ADX=0.00|SR=0.00|FVG=0.00|HTF=85.33|Candle=0.00|Breakout=0.00|Phase=37.95|InstPhase=0.00|OrderBlock=0.00|Sweep=1.81|UHTF=0.00|MarketType=0.00|Bias=0.00|Fibonacci=0.00|VWAP=0.00|AVWAP=0.00|Pullback=0.00|Swing=100.00|EMA=20.44|FinalScore=12.37|Threshold=32.40|StrategyType=MULTI_STRATEGY|ActiveStrategies=12|MainReason=,PullbackValid=false|SwingHigh=0.00|SwingLow=0.00|InGoldenZone=false|Strength=0.00,-97.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-22.51,11.34,BALANCED_EXIT_STRATEGY,4.0,,0.0,0.0,0.0,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,
08/11/2022,16:50:01,SYM,16.09,1000.0,1000.0,0.0,0,16.3,-32.51,srScore=0.00|maScore=-90.00|rsiScore=0.31|macdScore=-90.00|stochScore=0.00|bbScore=-90.00|atrScore=90.00|sarScore=90.00|ichimokuScore=90.00|adxScore=0.00|volumeScore=0.00|mfiScore=-1.36|priceMAScore=0.00|emaScore=90.00|emaCrossScore=90.00|cciScore=90.00|breakoutScore=0.00|phaseScore=0.00|institutionalPhaseScore=0.00|orderBlockScore=0.00|sweepScore=0.00|htfScore=0.00|uhtfScore=0.00|fvgScore=0.00|pullbackScore=0.00|supportStrength=0.00|resistanceStrength=0.00|candleScore=0.00|candlePattern=|candleContext=|majorFactors=|nearestLevels=|confidence=0.00|fvgContext=N/A,Indicator=19.21|ADX=0.00|SR=70.01|FVG=0.00|HTF=85.40|Candle=0.00|Breakout=0.00|Phase=37.95|InstPhase=0.00|OrderBlock=0.00|Sweep=1.82|UHTF=0.00|MarketType=0.00|Bias=14.00|Fibonacci=0.00|VWAP=0.00|AVWAP=0.00|Pullback=0.00|Swing=100.00|EMA=-4.86|FinalScore=16.30|Threshold=32.40|StrategyType=MULTI_STRATEGY|ActiveStrategies=12|MainReason=,PullbackValid=false|SwingHigh=0.00|SwingLow=0.00|InGoldenZone=false|Strength=0.00,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-32.51,11.34,BALANCED_EXIT_STRATEGY,4.0,,0.0,0.0,0.0,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,
08/11/2022,16:51:30,SYM,16.05,1000.0,1000.0,0.0,0,11.89,-51.72,srScore=0.00|maScore=-90.00|rsiScore=6.21|macdScore=-90.00|stochScore=0.00|bbScore=90.00|atrScore=90.00|sarScore=90.00|ichimokuScore=90.00|adxScore=0.00|volumeScore=0.00|mfiScore=-0.40|priceMAScore=0.00|emaScore=0.00|emaCrossScore=90.00|cciScore=85.00|breakoutScore=0.00|phaseScore=0.00|institutionalPhaseScore=0.00|orderBlockScore=0.00|sweepScore=0.00|htfScore=0.00|uhtfScore=0.00|fvgScore=0.00|pullbackScore=0.00|supportStrength=0.00|resistanceStrength=0.00|candleScore=0.00|candlePattern=|candleContext=|majorFactors=|nearestLevels=|confidence=0.00|fvgContext=N/A,Indicator=25.77|ADX=0.00|SR=0.00|FVG=0.00|HTF=85.26|Candle=0.00|Breakout=0.00|Phase=22.40|InstPhase=0.00|OrderBlock=0.00|Sweep=2.46|UHTF=0.00|MarketType=0.00|Bias=0.00|Fibonacci=0.00|VWAP=0.00|AVWAP=0.00|Pullback=0.00|Swing=100.00|EMA=24.36|FinalScore=11.89|Threshold=32.40|StrategyType=MULTI_STRATEGY|ActiveStrategies=12|MainReason=,PullbackValid=false|SwingHigh=0.00|SwingLow=0.00|InGoldenZone=false|Strength=0.00,-98.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-51.72,11.34,BALANCED_EXIT_STRATEGY,4.0,,0.0,0.0,0.0,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,
08/11/2022,16:53:00,SYM,16.19,1000.0,1000.0,0.0,0,13.57,-41.72,srScore=0.00|maScore=90.00|rsiScore=-22.30|macdScore=-90.00|stochScore=0.00|bbScore=-90.00|atrScore=90.00|sarScore=90.00|ichimokuScore=90.00|adxScore=0.00|volumeScore=0.00|mfiScore=-3.17|priceMAScore=90.00|emaScore=90.00|emaCrossScore=90.00|cciScore=0.00|breakoutScore=0.00|phaseScore=0.00|institutionalPhaseScore=0.00|orderBlockScore=0.00|sweepScore=0.00|htfScore=0.00|uhtfScore=0.00|fvgScore=0.00|pullbackScore=0.00|supportStrength=0.00|resistanceStrength=0.00|candleScore=0.00|candlePattern=|candleContext=|majorFactors=|nearestLevels=|confidence=0.00|fvgContext=N/A,Indicator=30.32|ADX=0.00|SR=70.81|FVG=0.00|HTF=89.99|Candle=0.00|Breakout=0.00|Phase=23.67|InstPhase=0.00|OrderBlock=0.00|Sweep=0.23|UHTF=0.00|MarketType=0.00|Bias=14.00|Fibonacci=0.00|VWAP=41.16|AVWAP=0.00|Pullback=0.00|Swing=13.56|EMA=-23.08|FinalScore=13.57|Threshold=32.40|StrategyType=MULTI_STRATEGY|ActiveStrategies=12|MainReason=,PullbackValid=false|SwingHigh=0.00|SwingLow=0.00|InGoldenZone=false|Strength=0.00,32.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-41.72,11.34,BALANCED_EXIT_STRATEGY,4.0,,0.0,0.0,25.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,
08/11/2022,16:55:30,SYM,16.12,1000.0,1000.0,0.0,0,12.31,-41.76,srScore=0.00|maScore=-90.00|rsiScore=-3.78|macdScore=-90.00|stochScore=0.00|bbScore=-90.00|atrScore=90.00|sarScore=90.00|ichimokuScore=90.00|adxScore=0.00|volumeScore=0.00|mfiScore=-4.01|priceMAScore=0.00|emaScore=90.00|emaCrossScore=90.00|cciScore=0.00|breakoutScore=0.00|phaseScore=0.00|institutionalPhaseScore=0.00|orderBlockScore=0.00|sweepScore=0.00|htfScore=0.00|uhtfScore=0.00|fvgScore=0.00|pullbackScore=0.00|supportStrength=0.00|resistanceStrength=0.00|candleScore=0.00|candlePattern=|candleContext=|majorFactors=|nearestLevels=|confidence=0.00|fvgContext=N/A,Indicator=12.30|ADX=0.00|SR=26.35|FVG=0.00|HTF=89.75|Candle=0.00|Breakout=0.00|Phase=23.67|InstPhase=0.00|OrderBlock=0.00|Sweep=1.34|UHTF=0.00|MarketType=0.00|Bias=14.00|Fibonacci=0.00|VWAP=0.00|AVWAP=0.00|Pullback=0.00|Swing=91.62|EMA=-10.33|FinalScore=12.31|Threshold=32.40|StrategyType=MULTI_STRATEGY|ActiveStrategies=12|MainReason=,PullbackValid=false|SwingHigh=0.00|SwingLow=0.00|InGoldenZone=false|Strength=0.00,22.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-41.76,11.34,BALANCED_EXIT_STRATEGY,4.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,
08/11/2022,17:05:30,SYM,16.18,1000.0,1000.0,0.0,0,11.67,-41.76,srScore=0.00|maScore=90.00|rsiScore=-21.85|macdScore=-90.00|stochScore=90.00|bbScore=-90.00|atrScore=90.00|sarScore=90.00|ichimokuScore=90.00|adxScore=0.00|volumeScore=0.00|mfiScore=-3.73|priceMAScore=90.00|emaScore=90.00|emaCrossScore=90.00|cciScore=90.00|breakoutScore=0.00|phaseScore=0.00|institutionalPhaseScore=0.00|orderBlockScore=0.00|sweepScore=0.00|htfScore=0.00|uhtfScore=0.00|fvgScore=0.00|pullbackScore=0.00|supportStrength=0.00|resistanceStrength=0.00|candleScore=0.00|candlePattern=|candleContext=|majorFactors=|nearestLevels=|confidence=0.00|fvgContext=N/A,Indicator=43.17|ADX=0.00|SR=24.04|FVG=0.00|HTF=79.47|Candle=0.00|Breakout=0.00|Phase=15.47|InstPhase=0.00|OrderBlock=0.00|Sweep=0.69|UHTF=0.00|MarketType=0.00|Bias=14.00|Fibonacci=0.00|VWAP=40.84|AVWAP=0.00|Pullback=0.00|Swing=24.67|EMA=-21.60|FinalScore=11.67|Threshold=32.40|StrategyType=MULTI_STRATEGY|ActiveStrategies=12|MainReason=,PullbackValid=false|SwingHigh=0.00|SwingLow=0.00|InGoldenZone=false|Strength=0.00,-67.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-41.76,11.34,BALANCED_EXIT_STRATEGY,4.0,,0.0,0.0,28.81,-80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,
08/11/2022,17:07:01,SYM,16.24,1000.0,1000.0,0.0,0,13.01,-49.72,srScore=0.00|maScore=90.00|rsiScore=-32.32|macdScore=-90.00|stochScore=90.00|bbScore=-90.00|atrScore=90.00|sarScore=90.00|ichimokuScore=90.00|adxScore=0.00|volumeScore=0.00|mfiScore=-4.01|priceMAScore=90.00|emaScore=90.00|emaCrossScore=90.00|cciScore=90.00|breakoutScore=0.00|phaseScore=0.00|institutionalPhaseScore=0.00|orderBlockScore=0.00|sweepScore=0.00|htfScore=0.00|uhtfScore=0.00|fvgScore=0.00|pullbackScore=0.00|supportStrength=0.00|resistanceStrength=0.00|candleScore=0.00|candlePattern=|candleContext=|majorFactors=|nearestLevels=|confidence=0.00|fvgContext=N/A,Indicator=42.41|ADX=0.00|SR=77.32|FVG=0.00|HTF=79.63|Candle=0.00|Breakout=0.00|Phase=15.47|InstPhase=0.00|OrderBlock=0.00|Sweep=0.00|UHTF=0.00|MarketType=0.00|Bias=14.00|Fibonacci=0.00|VWAP=43.74|AVWAP=0.00|Pullback=0.00|Swing=0.00|EMA=-37.40|FinalScore=13.01|Threshold=32.40|StrategyType=MULTI_STRATEGY|ActiveStrategies=12|MainReason=,PullbackValid=false|SwingHigh=0.00|SwingLow=0.00|InGoldenZone=false|Strength=0.00,-59.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-49.72,11.34,BALANCED_EXIT_STRATEGY,4.0,,0.0,0.0,48.68,-80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,
08/11/2022,17:08:30,SYM,16.2,1000.0,1000.0,0.0,0,14.35,-49.72,srScore=0.00|maScore=90.00|rsiScore=-25.68|macdScore=-90.00|stochScore=90.00|bbScore=-90.00|atrScore=90.00|sarScore=90.00|ichimokuScore=90.00|adxScore=0.00|volumeScore=0.00|mfiScore=-4.82|priceMAScore=90.00|emaScore=90.00|emaCrossScore=90.00|cciScore=90.00|breakoutScore=0.00|phaseScore=0.00|institutionalPhaseScore=0.00|orderBlockScore=0.00|sweepScore=0.00|htfScore=0.00|uhtfScore=0.00|fvgScore=0.00|pullbackScore=0.00|supportStrength=0.00|resistanceStrength=0.00|candleScore=0.00|candlePattern=|candleContext=|majorFactors=|nearestLevels=|confidence=0.00|fvgContext=N/A,Indicator=42.82|ADX=0.00|SR=97.18|FVG=0.00|HTF=79.52|Candle=0.00|Breakout=0.00|Phase=15.47|InstPhase=0.00|OrderBlock=0.00|Sweep=0.18|UHTF=0.00|MarketType=0.00|Bias=14.00|Fibonacci=0.00|VWAP=41.69|AVWAP=0.00|Pullback=0.00|Swing=2.46|EMA=-25.24|FinalScore=14.35|Threshold=32.40|StrategyType=MULTI_STRATEGY|ActiveStrategies=12|MainReason=,PullbackValid=false|SwingHigh=0.00|SwingLow=0.00|InGoldenZone=false|Strength=0.00,-64.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-49.72,11.34,BALANCED_EXIT_STRATEGY,4.0,,0.0,0.0,36.08,-80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,
08/11/2022,17:09:30,SYM,16.21,1000.0,1000.0,0.0,0,14.26,-49.72,srScore=0.00|maScore=90.00|rsiScore=-27.46|macdScore=-90.00|stochScore=90.00|bbScore=-90.00|atrScore=90.00|sarScore=90.00|ichimokuScore=90.00|adxScore=0.00|volumeScore=0.00|mfiScore=-5.08|priceMAScore=90.00|emaScore=90.00|emaCrossScore=90.00|cciScore=90.00|breakoutScore=0.00|phaseScore=0.00|institutionalPhaseScore=0.00|orderBlockScore=0.00|sweepScore=0.00|htfScore=0.00|uhtfScore=0.00|fvgScore=0.00|pullbackScore=0.00|supportStrength=0.00|resistanceStrength=0.00|candleScore=0.00|candlePattern=|candleContext=|majorFactors=|nearestLevels=|confidence=0.00|fvgContext=N/A,Indicator=42.68|ADX=0.00|SR=98.34|FVG=0.00|HTF=79.55|Candle=0.00|Breakout=0.00|Phase=15.47|InstPhase=0.00|OrderBlock=0.00|Sweep=0.06|UHTF=0.00|MarketType=0.00|Bias=14.00|Fibonacci=0.00|VWAP=42.14|AVWAP=0.00|Pullback=0.00|Swing=0.00|EMA=-27.06|FinalScore=14.26|Threshold=32.40|StrategyType=MULTI_STRATEGY|ActiveStrategies=12|MainReason=,PullbackValid=false|SwingHigh=0.00|SwingLow=0.00|InGoldenZone=false|Strength=0.00,-63.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-49.72,11.34,BALANCED_EXIT_STRATEGY,4.0,,0.0,0.0,39.46,-80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,
08/11/2022,17:20:00,SYM,16.2,1000.0,1000.0,0.0,0,14.0,-58.84,srScore=0.00|maScore=90.00|rsiScore=-24.12|macdScore=-90.00|stochScore=90.00|bbScore=-90.00|atrScore=90.00|sarScore=90.00|ichimokuScore=90.00|adxScore=0.00|volumeScore=0.00|mfiScore=7.55|priceMAScore=90.00|emaScore=90.00|emaCrossScore=90.00|cciScore=36.00|breakoutScore=0.00|phaseScore=0.00|institutionalPhaseScore=0.00|orderBlockScore=0.00|sweepScore=0.00|htfScore=0.00|uhtfScore=0.00|fvgScore=0.00|pullbackScore=0.00|supportStrength=0.00|resistanceStrength=0.00|candleScore=0.00|candlePattern=|candleContext=|majorFactors=|nearestLevels=|confidence=0.00|fvgContext=N/A,Indicator=39.96|ADX=0.00|SR=97.65|FVG=0.00|HTF=79.62|Candle=0.00|Breakout=0.00|Phase=6.51|InstPhase=0.00|OrderBlock=0.00|Sweep=0.18|UHTF=0.00|MarketType=0.00|Bias=14.00|Fibonacci=0.00|VWAP=45.79|AVWAP=0.00|Pullback=0.00|Swing=2.46|EMA=-22.10|FinalScore=14.00|Threshold=32.40|StrategyType=MULTI_STRATEGY|ActiveStrategies=12|MainReason=,PullbackValid=false|SwingHigh=0.00|SwingLow=0.00|InGoldenZone=false|Strength=0.00,-67.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-58.84,11.34,BALANCED_EXIT_STRATEGY,4.0,,0.0,0.0,26.18,-80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,
08/11/2022,17:24:01,SYM,16.24,1000.0,1000.0,0.0,0,14.09,-38.84,srScore=0.00|maScore=90.00|rsiScore=-32.88|macdScore=90.00|stochScore=90.00|bbScore=-90.00|atrScore=90.00|sarScore=90.00|ichimokuScore=90.00|adxScore=0.00|volumeScore=0.00|mfiScore=8.48|priceMAScore=90.00|emaScore=90.00|emaCrossScore=90.00|cciScore=30.00|breakoutScore=0.00|phaseScore=0.00|institutionalPhaseScore=0.00|orderBlockScore=0.00|sweepScore=0.00|htfScore=0.00|uhtfScore=0.00|fvgScore=0.00|pullbackScore=0.00|supportStrength=0.00|resistanceStrength=0.00|candleScore=0.00|candlePattern=|candleContext=|majorFactors=|nearestLevels=|confidence=0.00|fvgContext=N/A,Indicator=51.83|ADX=0.00|SR=77.07|FVG=0.00|HTF=79.72|Candle=0.00|Breakout=0.00|Phase=6.51|InstPhase=0.00|OrderBlock=0.00|Sweep=0.00|UHTF=0.00|MarketType=14.09|Bias=14.00|Fibonacci=0.00|VWAP=47.87|AVWAP=0.00|Pullback=0.00|Swing=0.00|EMA=-37.61|FinalScore=14.09|Threshold=32.40|StrategyType=MULTI_STRATEGY|ActiveStrategies=12|MainReason=,PullbackValid=false|SwingHigh=0.00|SwingLow=0.00|InGoldenZone=false|Strength=0.00,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-38.84,11.34,BALANCED_EXIT_STRATEGY,4.0,,0.0,0.0,45.22,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,
08/11/2022,17:25:30,SYM,16.2,1000.0,1000.0,0.0,0,14.45,-18.84,srScore=0.00|maScore=90.00|rsiScore=-24.12|macdScore=-90.00|stochScore=90.00|bbScore=-90.00|atrScore=90.00|sarScore=90.00|ichimokuScore=90.00|adxScore=0.00|volumeScore=0.00|mfiScore=22.69|priceMAScore=90.00|emaScore=90.00|emaCrossScore=90.00|cciScore=30.00|breakoutScore=0.00|phaseScore=0.00|institutionalPhaseScore=0.00|orderBlockScore=0.00|sweepScore=0.00|htfScore=0.00|uhtfScore=0.00|fvgScore=0.00|pullbackScore=0.00|supportStrength=0.00|resistanceStrength=0.00|candleScore=0.00|candlePattern=|candleContext=|majorFactors=|nearestLevels=|confidence=0.00|fvgContext=N/A,Indicator=40.61|ADX=0.00|SR=97.22|FVG=0.00|HTF=79.62|Candle=0.00|Breakout=0.00|Phase=0.66|InstPhase=0.00|OrderBlock=0.00|Sweep=0.18|UHTF=0.00|MarketType=14.09|Bias=14.00|Fibonacci=0.00|VWAP=45.69|AVWAP=0.00|Pullback=0.00|Swing=2.46|EMA=-22.10|FinalScore=14.45|Threshold=32.40|StrategyType=MULTI_STRATEGY|ActiveStrategies=12|MainReason=,PullbackValid=false|SwingHigh=0.00|SwingLow=0.00|InGoldenZone=false|Strength=0.00,-67.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18.84,11.34,BALANCED_EXIT_STRATEGY,4.0,,0.0,0.0,26.18,-80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,
08/11/2022,17:35:01,SYM,16.25,1000.0,1000.0,0.0,0,14.76,-8.84,srScore=0.00|maScore=90.00|rsiScore=-33.87|macdScore=90.00|stochScore=0.00|bbScore=-90.00|atrScore=90.00|sarScore=90.00|ichimokuScore=90.00|adxScore=0.00|volumeScore=0.00|mfiScore=5.60|priceMAScore=90.00|emaScore=90.00|emaCrossScore=90.00|cciScore=0.00|breakoutScore=0.00|phaseScore=0.00|institutionalPhaseScore=0.00|orderBlockScore=0.00|sweepScore=0.00|htfScore=0.00|uhtfScore=0.00|fvgScore=0.00|pullbackScore=0.00|supportStrength=0.00|resistanceStrength=0.00|candleScore=0.00|candlePattern=|candleContext=|majorFactors=|nearestLevels=|confidence=0.00|fvgContext=N/A,Indicator=42.98|ADX=0.00|SR=70.04|FVG=0.00|HTF=84.54|Candle=0.00|Breakout=0.00|Phase=0.00|InstPhase=0.00|OrderBlock=0.00|Sweep=0.00|UHTF=0.00|MarketType=0.00|Bias=14.00|Fibonacci=0.00|VWAP=48.35|AVWAP=0.00|Pullback=0.00|Swing=47.53|EMA=-39.93|FinalScore=14.76|Threshold=32.40|StrategyType=MULTI_STRATEGY|ActiveStrategies=12|MainReason=,PullbackValid=false|SwingHigh=0.00|SwingLow=0.00|InGoldenZone=false|Strength=0.00,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.84,11.34,BALANCED_EXIT_STRATEGY,4.0,,0.0,0.0,44.89,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,
08/11/2022,17:37:00,SYM,16.25,1000.0,1000.0,0.0,0,14.32,11.16,srScore=0.00|maScore=90.00|rsiScore=-33.87|macdScore=90.00|stochScore=0.00|bbScore=-90.00|atrScore=90.00|sarScore=90.00|ichimokuScore=90.00|adxScore=0.00|volumeScore=0.00|mfiScore=4.64|priceMAScore=90.00|emaScore=90.00|emaCrossScore=90.00|cciScore=0.00|breakoutScore=0.00|phaseScore=0.00|institutionalPhaseScore=0.00|orderBlockScore=0.00|sweepScore=0.00|htfScore=0.00|uhtfScore=0.00|fvgScore=0.00|pullbackScore=0.00|supportStrength=0.00|resistanceStrength=0.00|candleScore=0.00|candlePattern=|candleContext=|majorFactors=|nearestLevels=|confidence=0.00|fvgContext=N/A,Indicator=42.91|ADX=0.00|SR=62.15|FVG=0.00|HTF=84.54|Candle=0.00|Breakout=0.00|Phase=0.00|InstPhase=0.00|OrderBlock=0.00|Sweep=0.00|UHTF=0.00|MarketType=0.00|Bias=14.00|Fibonacci=0.00|VWAP=48.15|AVWAP=0.00|Pullback=0.00|Swing=47.53|EMA=-39.93|FinalScore=14.32|Threshold=32.40|StrategyType=MULTI_STRATEGY|ActiveStrategies=12|MainReason=,PullbackValid=false|SwingHigh=0.00|SwingLow=0.00|InGoldenZone=false|Strength=0.00,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.16,11.34,BALANCED_EXIT_STRATEGY,4.0,,0.0,0.0,44.89,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,
