id,Date,Time,Symbol,Price,Equity,Balance,Profit,Positions,Score,ExitScore,Factors_srScore,Factors_maScore,Factors_rsiScore,Factors_macdScore,Factors_stochScore,Factors_bbScore,Factors_atrScore,Factors_sarScore,Factors_ichimokuScore,Factors_adxScore,Factors_volumeScore,Factors_mfiScore,Factors_priceMAScore,Factors_emaScore,Factors_emaCrossScore,Factors_cciScore,Factors_breakoutScore,Factors_phaseScore,Factors_institutionalPhaseScore,Factors_orderBlockScore,Factors_sweepScore,Factors_htfScore,Factors_uhtfScore,Factors_fvgScore,Factors_pullbackScore,Factors_supportStrength,Factors_resistanceStrength,Factors_candleScore,Factors_candlePattern,Factors_candleContext,Factors_majorFactors,Factors_nearestLevels,Factors_confidence,Factors_fvgContext,ExitFactors_srScore,ExitFactors_maScore,ExitFactors_rsiScore,ExitFactors_macdScore,ExitFactors_stochScore,ExitFactors_bbScore,ExitFactors_atrScore,ExitFactors_sarScore,ExitFactors_ichimokuScore,ExitFactors_adxScore,ExitFactors_volumeScore,ExitFactors_mfiScore,ExitFactors_priceMAScore,ExitFactors_emaScore,ExitFactors_emaCrossScore,ExitFactors_cciScore,ExitFactors_breakoutScore,ExitFactors_phaseScore,ExitFactors_institutionalPhaseScore,ExitFactors_orderBlockScore,ExitFactors_sweepScore,ExitFactors_htfScore,ExitFactors_uhtfScore,ExitFactors_fvgScore,ExitFactors_pullbackScore,ExitFactors_supportStrength,ExitFactors_resistanceStrength,ExitFactors_candleScore,ExitFactors_candlePattern,ExitFactors_candleContext,ExitFactors_majorFactors,ExitFactors_nearestLevels,ExitFactors_confidence,ExitFactors_fvgContext,EntryScore_Indicator,EntryScore_ADX,EntryScore_SR,EntryScore_FVG,EntryScore_HTF,EntryScore_Candle,EntryScore_Breakout,EntryScore_Phase,EntryScore_InstPhase,EntryScore_OrderBlock,EntryScore_Sweep,EntryScore_UHTF,EntryScore_MarketType,EntryScore_Bias,EntryScore_Fibonacci,EntryScore_VWAP,EntryScore_AVWAP,EntryScore_Pullback,EntryScore_Swing,EntryScore_EMA,EntryScore_FinalScore,EntryScore_Threshold,EntryScore_StrategyType,EntryScore_ActiveStrategies,EntryScore_MainReason,ExitScoreDetails_Indicator,ExitScoreDetails_ADX,ExitScoreDetails_SR,ExitScoreDetails_FVG,ExitScoreDetails_HTF,ExitScoreDetails_Candle,ExitScoreDetails_Breakout,ExitScoreDetails_Phase,ExitScoreDetails_InstPhase,ExitScoreDetails_OrderBlock,ExitScoreDetails_Sweep,ExitScoreDetails_UHTF,ExitScoreDetails_MarketType,ExitScoreDetails_Bias,ExitScoreDetails_Fibonacci,ExitScoreDetails_VWAP,ExitScoreDetails_AVWAP,ExitScoreDetails_Pullback,ExitScoreDetails_Swing,ExitScoreDetails_EMA,ExitScoreDetails_FinalScore,ExitScoreDetails_Threshold,ExitScoreDetails_StrategyType,ExitScoreDetails_ActiveStrategies,ExitScoreDetails_MainReason,Pullback_PullbackValid,Pullback_SwingHigh,Pullback_SwingLow,Pullback_InGoldenZone,Pullback_Strength,Factors_BULL_FVG,Factors_BEAR_FVG
434,08/16/2022,20:10:30,SYM,15.50,1000.00,1000.00,0.00,0,5.19,-1.95,0.0,90.0,-7.51,90.0,0.0,-90.0,-90.0,-90.0,-90.0,0.0,0.0,-90.0,90.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,BEAR_FVG:75.6,0.0,0.0,0.0,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-40.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,-6.96,0.0,-100.0,-100.0,2.37,0.0,93.33,3.32,-100.0,0.0,0.0,0.0,0.0,44.17,0.0,49.16,0.0,50.0,100.0,-5.77,5.19,21.6,MULTI_STRATEGY,12.0,,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.95,7.56,BALANCED_EXIT_STRATEGY,4.0,,true,15.65,15.1,false,50.0,93.3,84.0
435,08/16/2022,20:20:00,SYM,15.46,1000.00,1000.00,0.00,0,8.06,-11.95,0.0,90.0,-2.89,90.0,0.0,-90.0,-90.0,-90.0,-90.0,0.0,0.0,-90.0,90.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,BEAR_FVG:75.6,0.0,0.0,0.0,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-40.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,-6.64,0.0,-100.0,-100.0,5.45,0.0,112.0,3.21,-100.0,0.0,0.0,0.0,0.0,44.17,0.0,46.86,42.29,50.0,100.0,0.0,8.06,21.6,MULTI_STRATEGY,12.0,,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11.95,7.56,BALANCED_EXIT_STRATEGY,4.0,,true,15.5,15.1,false,50.0,93.3,84.0
436,08/16/2022,20:21:00,SYM,15.41,1000.00,1000.00,0.00,0,0.30,-31.95,0.0,-90.0,1.93,90.0,-90.0,-90.0,-90.0,-90.0,-90.0,0.0,0.0,-90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,BEAR_FVG:75.6,0.0,0.0,0.0,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-61.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,-38.43,0.0,-100.0,-100.0,1.4,0.0,112.0,3.21,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.57,50.0,100.0,0.0,0.3,21.6,MULTI_STRATEGY,12.0,,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-31.95,7.56,BALANCED_EXIT_STRATEGY,4.0,,true,15.5,15.1,false,50.0,93.3,84.0
437,08/16/2022,20:22:00,SYM,15.49,1000.00,1000.00,0.00,0,8.30,-51.95,0.0,90.0,-6.28,90.0,0.0,-90.0,-90.0,-90.0,-90.0,0.0,-90.0,-90.0,90.0,90.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,BEAR_FVG:75.6,0.0,0.0,0.0,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,-6.88,0.0,-100.0,-100.0,5.39,0.0,93.33,3.21,-100.0,0.0,0.0,0.0,0.0,44.17,0.0,60.57,42.29,50.0,100.0,0.0,8.3,21.6,MULTI_STRATEGY,12.0,,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-51.95,7.56,BALANCED_EXIT_STRATEGY,4.0,,true,15.5,15.1,false,50.0,93.3,84.0
438,08/16/2022,20:24:01,SYM,15.50,1000.00,1000.00,0.00,0,6.98,-81.95,0.0,90.0,-7.51,90.0,0.0,-90.0,-90.0,-90.0,-90.0,0.0,0.0,-90.0,90.0,90.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,BEAR_FVG:75.6,0.0,0.0,0.0,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,-0.54,0.0,-100.0,-100.0,5.37,0.0,93.33,3.21,-100.0,0.0,0.0,0.0,0.0,44.17,0.0,73.39,0.0,50.0,100.0,-7.17,6.98,21.6,MULTI_STRATEGY,12.0,,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-81.95,7.56,BALANCED_EXIT_STRATEGY,4.0,,true,15.5,15.1,false,50.0,93.3,84.0
439,08/16/2022,20:26:00,SYM,15.50,1000.00,1000.00,0.00,0,6.80,-91.95,0.0,90.0,-7.51,90.0,0.0,-90.0,-90.0,-90.0,-90.0,0.0,0.0,-90.0,90.0,90.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,BEAR_FVG:75.6,0.0,0.0,0.0,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,-0.54,0.0,-100.0,-100.0,5.37,0.0,93.33,0.0,-100.0,0.0,0.0,0.0,0.0,44.17,0.0,73.22,0.0,50.0,100.0,-7.17,6.8,21.6,MULTI_STRATEGY,12.0,,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-91.95,7.56,BALANCED_EXIT_STRATEGY,4.0,,true,15.5,15.1,false,50.0,93.3,84.0
440,08/16/2022,20:36:01,SYM,15.50,1000.00,1000.00,0.00,0,6.95,-71.95,0.0,90.0,-7.51,90.0,-90.0,-90.0,-90.0,-90.0,-90.0,0.0,0.0,-90.0,90.0,90.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,BEAR_FVG:75.6,0.0,0.0,0.0,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,-6.96,0.0,-100.0,-100.0,8.5,0.0,100.36,4.2,-100.0,0.0,0.0,0.0,0.0,44.17,0.0,48.39,20.02,50.0,100.0,-7.24,6.95,21.6,MULTI_STRATEGY,12.0,,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-71.95,7.56,BALANCED_EXIT_STRATEGY,4.0,,true,15.5,15.1,false,50.0,93.3,84.0
441,08/16/2022,20:39:30,SYM,15.63,1000.00,1000.00,0.00,0,6.45,-71.95,0.0,90.0,-35.56,90.0,-90.0,-90.0,-90.0,-90.0,-90.0,0.0,0.0,-90.0,90.0,90.0,90.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,BEAR_FVG:75.6,0.0,0.0,47.67,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,-2.54,0.0,-100.0,-100.0,8.23,0.0,88.78,4.2,-100.0,0.0,0.0,0.0,0.0,44.17,0.0,69.27,56.09,50.0,30.65,31.87,6.45,21.6,MULTI_STRATEGY,12.0,,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-71.95,7.56,BALANCED_EXIT_STRATEGY,4.0,,true,15.5,15.1,false,50.0,93.3,84.0
442,08/16/2022,20:40:30,SYM,15.50,1000.00,1000.00,0.00,0,19.83,-61.95,0.0,90.0,-3.29,90.0,-90.0,-90.0,90.0,-90.0,-90.0,0.0,0.0,-90.0,90.0,90.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,BEAR_FVG:75.6,0.0,0.0,0.0,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,6.19,0.0,0.0,-100.0,8.5,0.0,112.0,4.2,0.0,0.0,0.0,0.0,0.0,44.17,0.0,47.98,41.01,50.0,100.0,0.0,19.83,21.6,MULTI_STRATEGY,12.0,,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-61.95,7.56,BALANCED_EXIT_STRATEGY,4.0,,true,15.5,15.1,false,50.0,93.3,84.0
443,08/16/2022,20:49:00,SYM,15.50,1000.00,1000.00,0.00,0,19.31,-61.95,0.0,90.0,-3.29,90.0,-90.0,-90.0,90.0,-90.0,-90.0,0.0,0.0,-90.0,90.0,90.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,BEAR_FVG:75.6,0.0,0.0,0.0,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,6.19,0.0,0.0,-100.0,8.46,0.0,112.0,2.66,0.0,0.0,0.0,0.0,0.0,44.17,0.0,47.96,32.84,50.0,100.0,0.0,19.31,21.6,MULTI_STRATEGY,12.0,,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-61.95,7.56,BALANCED_EXIT_STRATEGY,4.0,,true,15.5,15.1,false,50.0,93.3,84.0
444,08/16/2022,20:52:00,SYM,15.60,1000.00,1000.00,0.00,0,18.20,-41.95,0.0,90.0,-24.12,90.0,0.0,-90.0,90.0,-90.0,-90.0,0.0,0.0,-90.0,90.0,90.0,90.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,BEAR_FVG:75.6,0.0,0.0,26.19,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,17.56,0.0,0.0,-100.0,8.66,0.0,93.22,2.66,0.0,0.0,0.0,0.0,0.0,44.17,0.0,52.64,60.76,50.0,42.56,0.0,18.2,21.6,MULTI_STRATEGY,12.0,,-91.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-41.95,7.56,BALANCED_EXIT_STRATEGY,4.0,,true,15.5,15.1,false,50.0,93.3,84.0
445,08/16/2022,20:56:01,SYM,15.60,1000.00,1000.00,0.00,0,22.56,-61.92,0.0,90.0,-24.12,90.0,0.0,-90.0,90.0,-90.0,-90.0,0.0,-90.0,-90.0,90.0,90.0,90.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,BEAR_FVG:75.6,0.0,0.0,26.19,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,11.13,67.9,0.0,-100.0,8.66,0.0,93.22,3.82,0.0,0.0,0.0,0.0,0.0,44.17,0.0,52.4,57.41,50.0,42.56,0.0,22.56,21.6,MULTI_STRATEGY,12.0,,-91.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-61.92,7.56,BALANCED_EXIT_STRATEGY,4.0,,true,15.5,15.1,false,50.0,93.3,84.0
446,08/16/2022,20:59:30,SYM,15.63,1000.00,1000.00,0.00,0,22.95,-71.68,0.0,90.0,-32.17,90.0,0.0,-90.0,90.0,-90.0,-90.0,0.0,-90.0,-90.0,90.0,90.0,90.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,BEAR_FVG:75.6,0.0,0.0,38.26,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,10.56,67.9,0.0,-100.0,8.72,0.0,88.78,3.82,0.0,0.0,0.0,0.0,0.0,44.17,0.0,67.49,68.14,50.0,30.65,0.0,22.95,21.6,MULTI_STRATEGY,12.0,,-87.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-71.68,7.56,BALANCED_EXIT_STRATEGY,4.0,,true,15.5,15.1,false,50.0,93.3,84.0
447,08/16/2022,21:02:30,SYM,15.59,1000.00,1000.00,0.00,0,4.80,-71.68,0.0,90.0,-20.46,90.0,-90.0,-90.0,-90.0,-90.0,0.0,0.0,0.0,-90.0,90.0,90.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,BEAR_FVG:75.6,0.0,0.0,20.69,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,-1.46,0.0,-100.0,-100.0,15.37,0.0,0.0,3.1,0.0,0.0,0.0,0.0,0.0,44.17,0.0,51.68,53.39,50.0,54.23,-29.0,4.8,21.6,MULTI_STRATEGY,12.0,,-93.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-71.68,7.56,BALANCED_EXIT_STRATEGY,4.0,,true,15.5,15.1,false,50.0,93.3,84.0
448,08/16/2022,21:05:30,SYM,15.60,1000.00,1000.00,0.00,0,3.35,-71.68,0.0,90.0,-23.19,90.0,-90.0,-90.0,-90.0,-90.0,0.0,0.0,0.0,-90.0,90.0,90.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,BEAR_FVG:75.6,0.0,0.0,24.78,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,-1.66,0.0,-100.0,-100.0,15.41,0.0,0.0,3.1,0.0,0.0,0.0,0.0,0.0,44.17,0.0,52.21,38.65,50.0,42.56,-31.16,3.35,21.6,MULTI_STRATEGY,12.0,,-91.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-71.68,7.56,BALANCED_EXIT_STRATEGY,4.0,,true,15.5,15.1,false,50.0,93.3,84.0
449,08/16/2022,21:06:30,SYM,15.58,1000.00,1000.00,0.00,0,4.28,-81.68,0.0,90.0,-8.92,90.0,-90.0,-90.0,90.0,-90.0,0.0,0.0,0.0,-90.0,90.0,90.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,BEAR_FVG:75.6,0.0,0.0,0.0,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,12.22,0.0,-100.0,-100.0,15.34,0.0,0.0,3.1,0.0,0.0,0.0,0.0,0.0,44.17,0.0,51.01,16.03,50.0,65.92,-26.85,4.28,21.6,MULTI_STRATEGY,12.0,,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-81.68,7.56,BALANCED_EXIT_STRATEGY,4.0,,true,15.5,15.1,false,50.0,93.3,84.0
450,08/16/2022,21:08:01,SYM,15.64,1000.00,1000.00,0.00,0,5.06,-81.68,0.0,90.0,-33.78,90.0,0.0,-90.0,90.0,-90.0,0.0,0.0,0.0,-90.0,90.0,90.0,90.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,BEAR_FVG:75.6,0.0,0.0,40.67,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,23.3,0.0,-100.0,-100.0,15.55,0.0,0.0,1.13,0.0,0.0,0.0,0.0,0.0,44.17,0.0,54.34,30.79,50.0,42.31,0.0,5.06,21.6,MULTI_STRATEGY,12.0,,-85.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-81.68,7.56,BALANCED_EXIT_STRATEGY,4.0,,true,15.5,15.1,false,50.0,93.3,84.0
451,08/16/2022,21:09:20,SYM,15.65,1000.00,1000.00,0.00,0,8.00,-81.68,0.0,90.0,-35.32,90.0,0.0,-90.0,90.0,-90.0,0.0,0.0,0.0,-90.0,90.0,90.0,90.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,BEAR_FVG:75.6,0.0,0.0,42.98,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,23.19,0.0,-100.0,-100.0,15.59,0.0,0.0,1.13,0.0,0.0,0.0,0.0,0.0,44.17,0.0,68.35,59.63,50.0,53.95,0.0,8.0,21.6,MULTI_STRATEGY,12.0,,-84.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-81.68,7.56,BALANCED_EXIT_STRATEGY,4.0,,true,15.5,15.1,false,50.0,93.3,84.0
452,08/16/2022,21:10:20,SYM,15.84,1000.00,1000.00,0.00,0,29.82,-61.68,0.0,90.0,-90.0,90.0,-90.0,-90.0,90.0,90.0,90.0,0.0,0.0,-90.0,90.0,90.0,90.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,BEAR_FVG:75.6,0.0,0.0,70.51,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,32.14,80.7,100.0,16.32,16.26,0.0,0.0,1.13,0.0,0.0,0.0,0.0,0.0,44.17,0.0,64.63,29.28,50.0,100.0,-13.14,29.82,24.47,MULTI_STRATEGY,12.0,,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-61.68,8.56,BALANCED_EXIT_STRATEGY,4.0,,true,15.66,15.1,false,50.0,93.3,84.0
453,08/16/2022,21:11:20,SYM,15.88,1000.00,1000.00,0.00,0,28.11,-21.68,0.0,90.0,-90.0,90.0,-90.0,-90.0,90.0,90.0,90.0,0.0,90.0,-90.0,90.0,90.0,90.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,BEAR_FVG:75.6,0.0,0.0,73.08,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,38.57,81.23,94.43,-36.78,16.4,0.0,0.0,1.13,0.0,0.0,0.0,0.0,0.0,44.17,0.0,98.05,0.0,50.0,100.0,-22.61,28.11,26.56,MULTI_STRATEGY,12.0,,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-21.68,9.3,BALANCED_EXIT_STRATEGY,4.0,,true,15.66,15.1,false,50.0,93.3,84.0
454,08/16/2022,21:12:20,SYM,15.80,1000.00,1000.00,0.00,0,20.02,18.32,0.0,90.0,-90.0,90.0,-90.0,-90.0,90.0,90.0,90.0,0.0,90.0,-90.0,90.0,90.0,90.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,BEAR_FVG:75.6,0.0,0.0,67.56,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,38.57,81.23,-26.34,-100.0,16.12,0.0,0.0,16.67,0.0,0.0,0.0,0.0,0.0,44.17,0.0,90.58,0.0,50.0,100.0,-6.29,20.02,26.56,MULTI_STRATEGY,12.0,,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.32,9.3,BALANCED_EXIT_STRATEGY,4.0,,true,15.66,15.1,false,50.0,93.3,84.0
455,08/16/2022,21:13:30,SYM,15.92,1000.00,1000.00,0.00,0,27.95,58.32,0.0,90.0,-90.0,90.0,-90.0,-90.0,90.0,90.0,90.0,0.0,90.0,-90.0,90.0,90.0,90.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,BEAR_FVG:75.6,0.0,0.0,75.33,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,38.57,81.23,100.0,-100.0,16.54,0.0,0.0,36.61,0.0,0.0,0.0,0.0,0.0,44.17,0.0,98.9,0.0,50.0,100.0,-30.78,27.95,26.56,MULTI_STRATEGY,12.0,,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.32,9.3,BALANCED_EXIT_STRATEGY,4.0,,true,15.66,15.1,false,50.0,93.3,84.0
