id,Date,Time,Symbol,Price,Equity,Balance,Profit,Positions,Score,ExitScore,Factors_srScore,Factors_maScore,Factors_rsiScore,Factors_macdScore,Factors_stochScore,Factors_bbScore,Factors_atrScore,Factors_sarScore,Factors_ichimokuScore,Factors_adxScore,Factors_volumeScore,Factors_mfiScore,Factors_priceMAScore,Factors_emaScore,Factors_emaCrossScore,Factors_cciScore,Factors_breakoutScore,Factors_phaseScore,Factors_institutionalPhaseScore,Factors_orderBlockScore,Factors_sweepScore,Factors_htfScore,Factors_uhtfScore,Factors_fvgScore,Factors_pullbackScore,Factors_supportStrength,Factors_resistanceStrength,Factors_candleScore,Factors_candlePattern,Factors_candleContext,Factors_majorFactors,Factors_nearestLevels,Factors_confidence,Factors_fvgContext,ExitFactors_srScore,ExitFactors_maScore,ExitFactors_rsiScore,ExitFactors_macdScore,ExitFactors_stochScore,ExitFactors_bbScore,ExitFactors_atrScore,ExitFactors_sarScore,ExitFactors_ichimokuScore,ExitFactors_adxScore,ExitFactors_volumeScore,ExitFactors_mfiScore,ExitFactors_priceMAScore,ExitFactors_emaScore,ExitFactors_emaCrossScore,ExitFactors_cciScore,ExitFactors_breakoutScore,ExitFactors_phaseScore,ExitFactors_institutionalPhaseScore,ExitFactors_orderBlockScore,ExitFactors_sweepScore,ExitFactors_htfScore,ExitFactors_uhtfScore,ExitFactors_fvgScore,ExitFactors_pullbackScore,ExitFactors_supportStrength,ExitFactors_resistanceStrength,ExitFactors_candleScore,ExitFactors_candlePattern,ExitFactors_candleContext,ExitFactors_majorFactors,ExitFactors_nearestLevels,ExitFactors_confidence,ExitFactors_fvgContext,EntryScore_Indicator,EntryScore_ADX,EntryScore_SR,EntryScore_FVG,EntryScore_HTF,EntryScore_Candle,EntryScore_Breakout,EntryScore_Phase,EntryScore_InstPhase,EntryScore_OrderBlock,EntryScore_Sweep,EntryScore_UHTF,EntryScore_MarketType,EntryScore_Bias,EntryScore_Fibonacci,EntryScore_VWAP,EntryScore_AVWAP,EntryScore_Pullback,EntryScore_Swing,EntryScore_EMA,EntryScore_FinalScore,EntryScore_Threshold,EntryScore_StrategyType,EntryScore_ActiveStrategies,EntryScore_MainReason,ExitScoreDetails_Indicator,ExitScoreDetails_ADX,ExitScoreDetails_SR,ExitScoreDetails_FVG,ExitScoreDetails_HTF,ExitScoreDetails_Candle,ExitScoreDetails_Breakout,ExitScoreDetails_Phase,ExitScoreDetails_InstPhase,ExitScoreDetails_OrderBlock,ExitScoreDetails_Sweep,ExitScoreDetails_UHTF,ExitScoreDetails_MarketType,ExitScoreDetails_Bias,ExitScoreDetails_Fibonacci,ExitScoreDetails_VWAP,ExitScoreDetails_AVWAP,ExitScoreDetails_Pullback,ExitScoreDetails_Swing,ExitScoreDetails_EMA,ExitScoreDetails_FinalScore,ExitScoreDetails_Threshold,ExitScoreDetails_StrategyType,ExitScoreDetails_ActiveStrategies,ExitScoreDetails_MainReason,Pullback_PullbackValid,Pullback_SwingHigh,Pullback_SwingLow,Pullback_InGoldenZone,Pullback_Strength,Factors_BULL_FVG,Factors_BEAR_FVG
11,08/11/2022,16:50:01,SYM,16.09,1000.00,1000.00,0.00,0,15.25,-71.21,0.0,-90.0,0.31,-90.0,0.0,-90.0,90.0,90.0,90.0,0.0,0.0,-1.36,0.0,90.0,90.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,N/A,0.0,0.0,0.0,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,19.21,0.0,65.3,0.0,85.4,0.0,0.0,23.23,0.0,0.0,1.82,0.0,0.0,14.0,0.0,0.0,0.0,0.0,100.0,-4.86,15.25,32.4,MULTI_STRATEGY,12.0,,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-71.21,11.34,BALANCED_EXIT_STRATEGY,4.0,,false,0.0,0.0,false,0.0,,
12,08/11/2022,16:51:30,SYM,16.05,1000.00,1000.00,0.00,0,11.46,-61.21,0.0,-90.0,6.21,-90.0,0.0,90.0,90.0,90.0,90.0,0.0,0.0,-0.4,0.0,0.0,90.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,N/A,0.0,0.0,0.0,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,25.77,0.0,0.0,0.0,85.26,0.0,0.0,14.5,0.0,0.0,2.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,24.36,11.46,32.4,MULTI_STRATEGY,12.0,,-98.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-61.21,11.34,BALANCED_EXIT_STRATEGY,4.0,,false,0.0,0.0,false,0.0,,
13,08/11/2022,16:53:00,SYM,16.19,1000.00,1000.00,0.00,0,13.42,-51.21,0.0,90.0,-22.3,-90.0,0.0,-90.0,90.0,90.0,90.0,0.0,0.0,-3.17,90.0,90.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,N/A,0.0,0.0,25.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,30.32,0.0,77.09,0.0,89.99,0.0,0.0,14.5,0.0,0.0,0.23,0.0,0.0,14.0,0.0,41.16,0.0,0.0,13.56,-23.08,13.42,32.4,MULTI_STRATEGY,12.0,,32.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-51.21,11.34,BALANCED_EXIT_STRATEGY,4.0,,false,0.0,0.0,false,0.0,,
14,08/11/2022,16:55:30,SYM,16.12,1000.00,1000.00,0.00,0,11.81,-51.21,0.0,-90.0,-3.78,-90.0,0.0,-90.0,90.0,90.0,90.0,0.0,0.0,-4.01,0.0,90.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,12.3,0.0,26.35,0.0,89.75,0.0,0.0,14.5,0.0,0.0,1.34,0.0,0.0,14.0,0.0,0.0,0.0,0.0,91.62,-10.33,11.81,32.4,MULTI_STRATEGY,12.0,,22.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-51.21,11.34,BALANCED_EXIT_STRATEGY,4.0,,false,0.0,0.0,false,0.0,,
15,08/11/2022,17:05:30,SYM,16.18,1000.00,1000.00,0.00,0,10.76,-51.21,0.0,90.0,-21.85,-90.0,90.0,-90.0,90.0,90.0,90.0,0.0,0.0,-3.73,90.0,90.0,90.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,N/A,0.0,0.0,28.81,-80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,43.17,0.0,17.68,0.0,79.47,0.0,0.0,5.07,0.0,0.0,0.69,0.0,0.0,14.0,0.0,40.84,0.0,0.0,24.67,-21.6,10.76,32.4,MULTI_STRATEGY,12.0,,-67.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-51.21,11.34,BALANCED_EXIT_STRATEGY,4.0,,false,0.0,0.0,false,0.0,,
16,08/11/2022,17:07:01,SYM,16.24,1000.00,1000.00,0.00,0,12.44,-51.21,0.0,90.0,-32.32,-90.0,90.0,-90.0,90.0,90.0,90.0,0.0,0.0,-4.01,90.0,90.0,90.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,N/A,0.0,0.0,48.68,-80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,42.41,0.0,77.32,0.0,79.63,0.0,0.0,5.07,0.0,0.0,0.0,0.0,0.0,14.0,0.0,43.74,0.0,0.0,0.0,-37.4,12.44,32.4,MULTI_STRATEGY,12.0,,-59.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-51.21,11.34,BALANCED_EXIT_STRATEGY,4.0,,false,0.0,0.0,false,0.0,,
17,08/11/2022,17:08:30,SYM,16.20,1000.00,1000.00,0.00,0,13.94,-51.21,0.0,90.0,-25.68,-90.0,90.0,-90.0,90.0,90.0,90.0,0.0,0.0,-4.82,90.0,90.0,90.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,N/A,0.0,0.0,36.08,-80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,42.82,0.0,100.0,0.0,79.52,0.0,0.0,5.07,0.0,0.0,0.18,0.0,0.0,14.0,0.0,41.69,0.0,0.0,2.46,-25.24,13.94,32.4,MULTI_STRATEGY,12.0,,-64.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-51.21,11.34,BALANCED_EXIT_STRATEGY,4.0,,false,0.0,0.0,false,0.0,,
18,08/11/2022,17:09:30,SYM,16.21,1000.00,1000.00,0.00,0,13.70,-51.21,0.0,90.0,-27.46,-90.0,90.0,-90.0,90.0,90.0,90.0,0.0,0.0,-5.08,90.0,90.0,90.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,N/A,0.0,0.0,39.46,-80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,42.68,0.0,98.34,0.0,79.55,0.0,0.0,5.07,0.0,0.0,0.06,0.0,0.0,14.0,0.0,42.14,0.0,0.0,0.0,-27.06,13.7,32.4,MULTI_STRATEGY,12.0,,-63.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-51.21,11.34,BALANCED_EXIT_STRATEGY,4.0,,false,0.0,0.0,false,0.0,,
19,08/11/2022,17:20:00,SYM,16.20,1000.00,1000.00,0.00,0,13.88,-59.90,0.0,90.0,-24.12,-90.0,90.0,-90.0,90.0,90.0,90.0,0.0,0.0,7.55,90.0,90.0,90.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,N/A,0.0,0.0,26.18,-80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,39.96,0.0,100.0,0.0,79.62,0.0,0.0,2.11,0.0,0.0,0.18,0.0,0.0,14.0,0.0,45.79,0.0,0.0,2.46,-22.1,13.88,32.4,MULTI_STRATEGY,12.0,,-67.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-59.9,11.34,BALANCED_EXIT_STRATEGY,4.0,,false,0.0,0.0,false,0.0,,
20,08/11/2022,17:24:01,SYM,16.24,1000.00,1000.00,0.00,0,13.85,-39.90,0.0,90.0,-32.88,90.0,90.0,-90.0,90.0,90.0,90.0,0.0,0.0,8.48,90.0,90.0,90.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,N/A,0.0,0.0,45.22,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,51.83,0.0,77.07,0.0,79.72,0.0,0.0,2.11,0.0,0.0,0.0,0.0,14.09,14.0,0.0,47.87,0.0,0.0,0.0,-37.61,13.85,32.4,MULTI_STRATEGY,12.0,,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-39.9,11.34,BALANCED_EXIT_STRATEGY,4.0,,false,0.0,0.0,false,0.0,,
